JobTitle,Company,Location,Summary,Salary
Salesforce Developer,Zestmoney,Karnataka,"This will involve meeting with project managers, analyzing project objectives, coding new Salesforce applications, creating customer workflows, maintaining user…",
Sr Salesforce Developers / Tech Lead- Immediate joiners,Options India,"Bengaluru, Karnataka","Q3. How many years of experience do you have in hands-on salesforce development? Communicate with project managers, clients, and other developers to design…","₹12,00,000 - ₹25,00,000 a year"
Business Development Manager,Correct choice consultancy,India,About the role : We’re seeking a qualified Sales Manager to sell Whitehat Jr’s product that our customers have grown to rely on. CTC - 3lPA to 9 LPA.,"₹3,00,000 a year"
Marketing Manager - India - Field Marketing,Aveva,"Mumbai, Maharashtra","Are you ready to join the global leader in engineering and industrial software? You’ll be part of a team that drives digital transformation to over 16,000…",
Business Development Manager,Go Native LLP,"Bengaluru, Karnataka","Proven working experience as a business development manager, sales executive or a relevant role. We are looking for an ambitious and energetic Business…","₹30,000 - ₹60,000 a month"
Salesforce JD Lead,Flextrio,"Hyderabad, Telangana","Interact directly with clients, managers and end users as necessary to analyze project objectives and capability requirements, including specifications for user…",
Saas Manager - SFDC Delivery,Nutanix,"Bengaluru, Karnataka",The development manager is ultimately responsible for any/all custom code that is written for or deployed into Nutanix’s Salesforce platform.,
"Team Lead Customer Support (Mumbai, IN)","Sparta Systems, Inc.","Mumbai, Maharashtra","If you share a true passion for technology, enjoy working together in developing solutions, sharing ideas and exchanging knowledge, we want to talk to you.",
"Team Lead Customer Support (Mumbai, IN)","Sparta Systems, Inc.","Mumbai, Maharashtra","If you share a true passion for technology, enjoy working together in developing solutions, sharing ideas and exchanging knowledge, we want to talk to you.",
Salesforce Support Analyst,Meredith Corporation,"Bengaluru, Karnataka","1.Must be able to work in a team environment with Salesforce support manager as user tickets may be triaged together. Specific Knowledge, Skills, and Abilities:",
Salesforce Developer,Grubbrr,"Ahmedabad, Gujarat",L Build functionalities in a sandbox with Visual Force or Apex before deploying to production. L Act as a Project or Product Manager during implementation and…,"₹7,80,534 a year"
Marketing Manager – APAC HPC,Altair Engineering,India,"Transforming the Future with the Convergence of Simulation and Data. Do you like a challenge, are you a complex thinker who likes to solve problems?",
Carfax Salesforce Manager,IHS Markit,"Noida, Uttar Pradesh","Position title: Manager Salesforce Developer. Years of Experience: Eight years +. Shift Timings: 12 PM – 9 PM. At CARFAX, we’re at our best when we’re growing.",
Contract Manager,ASSPL - Karnataka,"Bengaluru, Karnataka","5+ years of contracts management, paralegal, or other comparable experience within a law firm or legal department. This position is based out of Bangalore .",
Development Manager - Vlocity,Silverline India,"Bengaluru, Karnataka","A DM is the point of contact for the Silverline India team (Developers, Quality Analysts, Technical Leads) and multiple respective onshore project managers.",
Lead Contracts Manager,Zuora,"Chennai, Tamil Nadu","They're looking for new ways to engage with businesses. Consumers today have a new set of expectations. They want outcomes, not ownership. Think, be and do you!",
Development Manager SFDC,Silverline India,"Bengaluru, Karnataka","Streamlining work from multiple project managers for multiple customers. A DM is the point of contact for the Silverline India team (Developers, Quality…",
Salesforce Administrator Lead,Automation Anywhere,"Vadodara, Gujarat","Work closely with other developers in the team, business analysts, QA analysts and project managers. Automation Anywhere is a global leader in Robotic Process…",
Senior Account Manager,inFeedo,Remote,"Should be proficient in salesforce. Step 3: If all goes well, we’ll we’ll schedule a call with your future manager to deep dive into the role with you and for…",
Assistant Manager - Inside Sales,Ketto,"Mumbai, Maharashtra","What you will be doing. Leading (hiring, training and coaching) a team of Inside Sales representatives as they provide assistance to people looking to receive…",
Salesforce Lightning | 9 to 12 years | Pune,Capgemini,"Pune, Maharashtra",Excellent understanding of Lightning components LWC Aura Experience on API Integration with salesforce. Experience collaborating with business stakeholders…,
Salesforce Business Analyst - Senior Associate - Bangalore,PwC,"Bengaluru, Karnataka",Maintain certifications in selected salesforce products (Sales and Service - Mandatory). A career in our Advisory Service Delivery Centre is the natural…,
Customer Success Manager,Ally.io - India,"Chennai, Tamil Nadu","Ally.io is a B2B SaaS startup that enables to accelerate the business performance using OKRs, used by. 700+ fast growing business and mid to large enterprises…",
Sales Manager,cdnetworks,"Mumbai, Maharashtra",Company: CDNVIDEO (INDIA) PVT LTD. ( a CDNETWORKS Company). Department/Function: Customer Excellence - Sales. Reporting to: Sales Head India.,
Technical Project Manager,EngineerBabu,"Indore, Madhya Pradesh","Establish and implement training processes and strategies for all technical personnel. Analyze, plan and develop requirements and standards in reference to…",
"Associate/Manager, Software Development",TeachForIndia,"Mumbai, Maharashtra",Teach For India is looking for passionate top-notch software developers to join us in our movement to end education inequity in India.,
Project Manager – Salesforce,Solunus,"Hyderabad, Telangana",Position: Project Manager – Salesforce – Full Time – 10-15 years. Manage a project of Salesforce.com / Force.com Development. Guide and Drive Project Teams.,
Sr. Manager - Business operations,Tata Communications,"Mumbai, Maharashtra","For example, in this fiscal this role is the project manager for IZO Hybrid solution launch. Broad outline of the Role. Purpose - Broad objective of the role.",
Territory Account Manager,VIS Networks Pvt Ltd,"Bengaluru, Karnataka","There has never been a better and more exciting time to join the VIS-Avaya brand. Avaya is a recognised global market leader in delivering innovative, next…","₹40,000 a month"
Strategic Investments Manager,TeachForIndia,"Mumbai, Maharashtra",The Mission of the Development team is to build lifelong champions of the cause and to acquire financial support for the movement. Operational Support ~ 15%.,
Urgent Opening Salesforce,ICS Consultancy Services,India,"Roles and responsibilities for Urgent Opening Salesforce. : Role : Application Lead Role Description : Lead the effort to design, build and configure…","₹10,00,000 - ₹25,00,000 a year"
"Sales Manager, Protein",JBT Corporation,"Pune, Maharashtra","The purpose of this position is to grow the sales in India market. Follow the regional strategy, work closely with regional leadership team, and cooperate with…",
Account Manager,Wise Monk,Remote,"Ensuring smooth functioning of the account internally to help meet all deliverables including coordination with design teams, media teams, managers, and other…","₹7,00,000 a year"
Senior Product Manager - APM,Salesforce,"Hyderabad, Telangana","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.",
Senior Product Manager - Frontier Scale,Salesforce,"Hyderabad, Telangana",The Salesforce Frontier Scale Team is seeking a product manager to focus on building a customer facing scale management platform. We win or lose as a team.,
Software Engineer - Performance Foundation,Salesforce,"Bengaluru, Karnataka","You will interact with almost all of our engineering organizations, product managers and customers to succeed in engineering. What you’ll be doing….",
Senior Program Manager - India,BMC Software,"Pune, Maharashtra","From core to cloud to edge, BMC delivers the software and services that enable over 10,000 global customers, including 84% of the Forbes Global 100, to thrive…",
Customer Success Manager,PathFactory,Remote,You will be a combination of product and use case evangelist and project manager. PathFactory helps B2B marketers understand the role of content in the buyer’s…,
